section_id,title,description,url,duration,difficulty,provider
3.4.1.8,3.4.1.8 Conservation of energy,This video introduces the principle of conservation of energy with a simple example of potential energy being converted into kinetic energy.,https://www.youtube.com/watch?v=byRzUOhmvfo,,Core A-Level,PhysicsOnline
3.4.1.8,3.4.1.8 Conservation of energy,"This video states the law of conservation of energy: energy cannot be created or destroyed, only transferred from one form to another.",https://www.youtube.com/watch?v=rcmp-Xc76V0,,Core A-Level,PhysicsOnline
3.4.1.8,3.4.1.8 Conservation of energy,This video covers the fundamental principle of the conservation of energy.,https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.4.2.1,3.4.2.1 Bulk properties of solids,"This video covers the key properties of solid materials, including density, Hooke's Law, stress, strain, and the difference between plastic and brittle behaviour.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,PhysicsOnline
3.4.2.1,3.4.2.1 Bulk properties of solids,"This video covers the bulk properties of solids, an important topic in the materials section of the course.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.4.2.1,3.4.2.1 Bulk properties of solids,"This video on elastic potential energy is part of a larger series on work, energy, and power, and is relevant to the study of how solids store energy when deformed.",https://www.youtube.com/playlist?list=PLPyapQSxH6mZrgFEyveA1eYz07SSBWHO9,,Core A-Level,Flipping Physics
3.4.2.2,3.4.2.2 The Young modulus,This video defines the Young modulus as a measure of a material's stiffness and explains how to calculate it from a stress-strain graph.,https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,PhysicsOnline
3.4.2.2,3.4.2.2 The Young modulus,"This video covers the Young modulus, a key property of materials.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.5.1.1,3.5.1.1 Basics of electricity,This video introduces and explains electric current as the flow of electric charge.,https://www.youtube.com/watch?v=9OchTQ4Qfik,,Foundational A-Level,PhysicsOnline
3.5.1.1,3.5.1.1 Basics of electricity,This video covers the fundamental definitions of electric current and potential difference (voltage).,https://www.youtube.com/watch?v=9OchTQ4Qfik,,Foundational A-Level,PhysicsOnline
3.5.1.1,3.5.1.1 Basics of electricity,"This video covers the basics of electricity, a core topic in the A-level syllabus.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Foundational A-Level,ScienceShorts
3.5.1.2,3.5.1.2 Current-voltage characteristics,"This video covers the current-voltage (I-V) graphs for different electrical components, showing how their resistance changes with voltage.",https://www.youtube.com/watch?v=oQKPIIXlonc,,Core A-Level,PhysicsOnline
3.5.1.2,3.5.1.2 Current-voltage characteristics,"This video covers the I-V characteristics of components, a key part of understanding circuits.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.5.1.3,3.5.1.3 Resistivity,"This video introduces and explains resistivity, a property of a material that determines how much it resists the flow of electric current.",https://www.youtube.com/watch?v=YwMvOT6xee0,,Core A-Level,PhysicsOnline
3.5.1.3,3.5.1.3 Resistivity,This video explains how to design an experiment to measure the resistivity of a material.,https://www.youtube.com/watch?v=k01ycafePJg,,Core A-Level,PhysicsOnline
3.5.1.3,3.5.1.3 Resistivity,This video covers the concept of resistivity and its importance in understanding the resistance of different materials.,https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.5.1.4,3.5.1.4 Circuits,"This video introduces potential divider circuits, which are used to provide a specific fraction of a supply voltage and are often used in sensing circuits with thermistors or LDRs.",https://www.youtube.com/watch?v=Zc8sUNMAVpU,,Core A-Level,PhysicsOnline
3.5.1.4,3.5.1.4 Circuits,"This comprehensive revision video covers all of electrical circuits, including how to combine resistors in series and parallel and how to apply Kirchhoff's laws to analyze circuits.",https://m.youtube.com/live/AkGmNEJLAI1?t=830c,,Core A-Level,zhelyo_physics
3.5.1.4,3.5.1.4 Circuits,This video covers the fundamentals of electrical circuits.,https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.5.1.5,3.5.1.5 Potential divider,This video introduces potential divider circuits and explains how they can be used to split a potential difference. It also shows how they are used in sensing circuits with components like thermistors and LDRs.,https://www.youtube.com/watch?v=Zc8sUNMAVpU,,Core A-Level,PhysicsOnline
3.5.1.5,3.5.1.5 Potential divider,"This video demonstrates how a potential divider circuit with a thermistor or LDR can be used as a temperature or light sensor, as the output voltage changes with the resistance of the component.",https://www.youtube.com/watch?v=3MV2TQ-eXXg,,Core A-Level,PhysicsOnline
3.5.1.5,3.5.1.5 Potential divider,This video covers the use of potential dividers in circuits.,https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.5.1.6,3.5.1.6 Electromotive force and internal resistance,This video covers the basics of electromotive force (emf) – the total energy supplied by a power source per unit charge – and explains how to find the internal resistance of a cell or battery.,https://www.youtube.com/watch?v=F4REalBd6ls,,Core A-Level,PhysicsOnline
3.5.1.6,3.5.1.6 Electromotive force and internal resistance,This video introduces internal resistance as a property of all power sources and explains how to measure and calculate it.,https://www.youtube.com/watch?v=3OEJ6eok-Zs&pp=0gcJCdgAo7VqN5tD,,Core A-Level,PhysicsOnline
3.5.1.6,3.5.1.6 Electromotive force and internal resistance,This video covers the important concepts of emf and internal resistance.,https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
